cut,n,k,p,kp,M,alpha,T,beta,gain,depth,level,seed,acc,margin,spread,floor,Q
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.449138,2.1000,5,4,43,0.015625,1.000521,0.175387,0.012500,0.164949
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.449138,2.1000,5,5,43,0.015625,1.000000,0.234802,0.012500,0.225116
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,1,42,1.000000,7.958978,0.020260,0.012500,0.007858
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,2,42,0.554688,1.476949,0.046547,0.012500,0.034478
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,3,42,0.085938,1.030606,0.134528,0.012500,0.123573
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,4,42,0.035156,1.011423,0.227320,0.012500,0.217540
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,5,42,0.015625,1.004195,0.290977,0.012500,0.282002
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,1,42,1.000000,12.121894,0.020357,0.012500,0.007957
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,2,42,1.000000,5.569707,0.045565,0.012500,0.033484
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,3,42,0.312500,1.143275,0.143810,0.012500,0.132972
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,4,42,0.015625,1.000000,0.244841,0.012500,0.235282
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,5,42,0.015625,1.000000,0.300258,0.012500,0.291400
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,1,43,1.000000,11.253857,0.021558,0.012500,0.009172
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,2,43,1.000000,4.379268,0.055228,0.012500,0.043269
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,3,43,0.218750,1.041852,0.165010,0.012500,0.154440
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,4,43,0.015625,1.000319,0.376022,0.012500,0.368123
gain_x_kp,4000,50,0.20000,10.000,64,0.8000,2,0.532971,2.3500,5,5,43,0.015625,1.000000,0.539673,0.012500,0.533846
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,1,42,1.000000,9.791171,0.029565,0.025000,0.004682
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,2,42,1.000000,7.560665,0.034058,0.025000,0.009290
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,3,42,1.000000,5.534954,0.031449,0.025000,0.006615
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,4,42,1.000000,5.055638,0.033333,0.025000,0.008547
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,5,42,1.000000,4.287120,0.034928,0.025000,0.010182
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,1,43,1.000000,9.397470,0.028913,0.025000,0.004013
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,2,43,1.000000,7.208681,0.033623,0.025000,0.008844
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,3,43,1.000000,6.345486,0.031884,0.025000,0.007061
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,4,43,1.000000,5.157490,0.033913,0.025000,0.009142
capacity_rel,2000,50,0.05000,2.500,24,0.6000,2,0.228495,1.5092,5,5,43,1.000000,4.286806,0.033116,0.025000,0.008324
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,1,42,1.000000,9.268564,0.028024,0.025000,0.003102
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,2,42,1.000000,7.993415,0.028831,0.025000,0.003929
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,3,42,1.000000,6.258073,0.029355,0.025000,0.004467
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,4,42,1.000000,5.689509,0.025847,0.025000,0.000868
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,5,42,1.000000,4.511756,0.031250,0.025000,0.006410
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,1,43,1.000000,9.316071,0.029315,0.025000,0.004425
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,2,43,1.000000,6.925570,0.031048,0.025000,0.006203
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,3,43,1.000000,5.631101,0.032984,0.025000,0.008189
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,4,43,1.000000,4.834673,0.031653,0.025000,0.006824
capacity_rel,2000,50,0.05000,2.500,32,0.8000,2,0.228495,1.5092,5,5,43,0.937500,3.747371,0.029315,0.025000,0.004425
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,1,42,1.000000,8.197842,0.031489,0.025000,0.006656
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,2,42,1.000000,5.733424,0.032553,0.025000,0.007747
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,3,42,1.000000,3.817032,0.038582,0.025000,0.013930
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,4,42,0.854167,2.107655,0.037145,0.025000,0.012457
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,5,42,0.375000,1.514980,0.035833,0.025000,0.011111
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,1,43,1.000000,7.961806,0.033298,0.025000,0.008511
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,2,43,1.000000,5.449678,0.037057,0.025000,0.012366
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,3,43,1.000000,3.251243,0.038918,0.025000,0.014275
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,4,43,0.708333,1.960563,0.040213,0.025000,0.015603
capacity_rel,2000,50,0.05000,2.500,48,1.2000,2,0.228495,1.5092,5,5,43,0.333333,1.304924,0.038936,0.025000,0.014294
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,1,42,1.000000,7.625074,0.032946,0.025000,0.008150
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,2,42,1.000000,4.727354,0.039395,0.025000,0.014764
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,3,42,0.953125,2.197717,0.046260,0.025000,0.021805
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,4,42,0.093750,1.125229,0.059673,0.025000,0.035562
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,5,42,0.031250,1.014151,0.075397,0.025000,0.051689
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,1,43,1.000000,7.574981,0.031577,0.025000,0.006746
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,2,43,1.000000,5.095368,0.036310,0.025000,0.011600
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,3,43,1.000000,2.724163,0.042698,0.025000,0.018152
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,4,43,0.234375,1.142364,0.062312,0.025000,0.038268
capacity_rel,2000,50,0.05000,2.500,64,1.6000,2,0.228495,1.5092,5,5,43,0.031250,1.015634,0.089554,0.025000,0.066209
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,1,43,1.000000,7.907915,0.019911,0.012500,0.007505
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,2,43,0.792969,1.733273,0.037195,0.012500,0.025008
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,3,43,0.128906,1.041364,0.107308,0.012500,0.096008
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,4,43,0.050781,1.015732,0.194983,0.012500,0.184793
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.264911,1.6000,5,5,43,0.019531,1.008781,0.280718,0.012500,0.271613
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,1,42,1.000000,6.125818,0.039136,0.025000,0.014498
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,2,42,0.927083,1.914531,0.059548,0.025000,0.035434
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,3,42,0.062500,1.030795,0.125838,0.025000,0.103423
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,4,42,0.020833,1.005598,0.187132,0.025000,0.166289
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,5,42,0.010417,1.000425,0.256982,0.025000,0.237931
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,1,43,1.000000,5.901286,0.040202,0.025000,0.015592
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,2,43,0.812500,1.727685,0.061377,0.025000,0.037310
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,3,43,0.020833,1.026986,0.130675,0.025000,0.108385
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,4,43,0.010417,1.010870,0.205254,0.025000,0.184876
capacity_rel,2000,50,0.05000,2.500,96,2.4000,2,0.228495,1.5092,5,5,43,0.010417,1.001913,0.266482,0.025000,0.247674
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,1,42,1.000000,4.984537,0.045032,0.025000,0.020546
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,2,42,0.273438,1.108761,0.101543,0.025000,0.078505
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,3,42,0.101562,1.016392,0.220354,0.025000,0.200363
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,4,42,0.015625,1.004744,0.308848,0.025000,0.291127
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,5,42,0.015625,1.002870,0.371191,0.025000,0.355068
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,1,43,1.000000,4.749775,0.045918,0.025000,0.021454
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,2,43,0.218750,1.071136,0.127913,0.025000,0.105552
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,3,43,0.078125,1.014631,0.247795,0.025000,0.228508
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,4,43,0.046875,1.005026,0.367458,0.025000,0.351239
capacity_rel,2000,50,0.05000,2.500,128,3.2000,2,0.228495,1.5092,5,5,43,0.015625,1.000159,0.419865,0.025000,0.404989
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,1,42,1.000000,16.496528,0.012464,0.012500,-0.000037
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,2,42,1.000000,15.829861,0.013768,0.012500,0.001284
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,3,42,1.000000,13.456349,0.015507,0.012500,0.003045
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,4,42,1.000000,12.888657,0.013696,0.012500,0.001211
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,5,42,1.000000,11.789583,0.016159,0.012500,0.003706
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,1,43,1.000000,16.880556,0.012174,0.012500,-0.000330
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,2,43,1.000000,15.731250,0.014348,0.012500,0.001871
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,3,43,1.000000,11.145139,0.017826,0.012500,0.005394
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,4,43,1.000000,12.492361,0.015870,0.012500,0.003412
capacity_rel,4000,50,0.05000,2.500,24,0.3000,2,0.298153,1.6852,5,5,43,1.000000,11.462500,0.013406,0.012500,0.000917
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,1,42,1.000000,7.176066,0.023446,0.012500,0.011085
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,2,42,0.320312,1.143448,0.074740,0.012500,0.063027
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,3,42,0.125000,1.023780,0.203958,0.012500,0.193881
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,4,42,0.019531,1.010658,0.314957,0.012500,0.306286
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,5,42,0.011719,1.005703,0.405448,0.012500,0.397922
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,1,42,1.000000,14.304167,0.014194,0.012500,0.001715
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,2,42,1.000000,12.306771,0.017661,0.012500,0.005227
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,3,42,1.000000,11.136458,0.017823,0.012500,0.005390
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,4,42,1.000000,10.416146,0.017016,0.012500,0.004573
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,5,42,1.000000,10.734970,0.015484,0.012500,0.003022
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,1,43,1.000000,14.500521,0.015323,0.012500,0.002858
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,2,43,1.000000,12.284375,0.016734,0.012500,0.004287
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,3,43,1.000000,11.151042,0.018065,0.012500,0.005635
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,4,43,1.000000,9.888244,0.019919,0.012500,0.007513
capacity_rel,4000,50,0.05000,2.500,32,0.4000,2,0.298153,1.6852,5,5,43,1.000000,9.229167,0.018750,0.012500,0.006329
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,1,42,1.000000,12.952083,0.016525,0.012500,0.004076
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,2,42,1.000000,11.185417,0.017535,0.012500,0.005099
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,3,42,1.000000,10.049421,0.018032,0.012500,0.005602
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,4,42,1.000000,8.935069,0.017837,0.012500,0.005404
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,5,42,1.000000,8.034970,0.018316,0.012500,0.005889
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,1,43,1.000000,14.703125,0.015762,0.012500,0.003304
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,2,43,1.000000,11.374405,0.017908,0.012500,0.005476
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,3,43,1.000000,10.003571,0.018174,0.012500,0.005746
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,4,43,1.000000,9.866567,0.017287,0.012500,0.004848
capacity_rel,4000,50,0.05000,2.500,48,0.6000,2,0.298153,1.6852,5,5,43,1.000000,8.867163,0.017057,0.012500,0.004614
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,1,42,1.000000,13.144531,0.016022,0.012500,0.003566
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,2,42,1.000000,10.706771,0.017599,0.012500,0.005164
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,3,42,1.000000,9.195201,0.017629,0.012500,0.005194
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,4,42,1.000000,8.068818,0.016677,0.012500,0.004229
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,5,42,1.000000,6.645393,0.017183,0.012500,0.004742
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,1,43,1.000000,13.274740,0.015298,0.012500,0.002833
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,2,43,1.000000,10.717187,0.016984,0.012500,0.004541
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,3,43,1.000000,9.192448,0.016925,0.012500,0.004481
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,4,43,1.000000,7.647321,0.018284,0.012500,0.005857
capacity_rel,4000,50,0.05000,2.500,64,0.8000,2,0.298153,1.6852,5,5,43,1.000000,6.695387,0.017857,0.012500,0.005425
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,1,43,1.000000,6.933050,0.022868,0.012500,0.010500
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,2,43,0.332031,1.176206,0.066888,0.012500,0.055076
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,3,43,0.128906,1.034092,0.159974,0.012500,0.149341
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,4,43,0.023438,1.016816,0.255483,0.012500,0.246059
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.303840,1.7000,5,5,43,0.007812,1.009829,0.330000,0.012500,0.321519
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,1,42,1.000000,10.376128,0.018526,0.012500,0.006103
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,2,42,1.000000,8.133309,0.018991,0.012500,0.006573
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,3,42,1.000000,5.882552,0.020715,0.012500,0.008319
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,4,42,1.000000,3.471698,0.023241,0.012500,0.010877
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,5,42,0.520833,1.541504,0.027145,0.012500,0.014830
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,1,43,1.000000,10.581560,0.018522,0.012500,0.006098
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,2,43,1.000000,8.101835,0.018829,0.012500,0.006409
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,3,43,1.000000,5.855603,0.019772,0.012500,0.007364
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,4,43,0.968750,3.444195,0.022149,0.012500,0.009771
capacity_rel,4000,50,0.05000,2.500,96,1.2000,2,0.298153,1.6852,5,5,43,0.625000,1.833921,0.022114,0.012500,0.009736
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,1,42,1.000000,10.130264,0.017940,0.012500,0.005509
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,2,42,1.000000,6.329253,0.023278,0.012500,0.010914
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,3,42,0.648438,2.335423,0.036277,0.012500,0.024078
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,4,42,0.070312,1.034632,0.065325,0.012500,0.053493
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,5,42,0.031250,1.004697,0.094951,0.012500,0.083494
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,1,42,1.000000,6.376869,0.027562,0.012500,0.015253
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,2,42,0.320312,1.097444,0.125725,0.012500,0.114658
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,3,42,0.117188,1.021388,0.261755,0.012500,0.252410
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,4,42,0.023438,1.007624,0.385544,0.012500,0.377766
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,5,42,0.003906,1.004248,0.446787,0.012500,0.439784
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,1,43,1.000000,9.777483,0.018725,0.012500,0.006304
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,2,43,1.000000,6.222591,0.021046,0.012500,0.008654
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,3,43,0.953125,2.889193,0.025054,0.012500,0.012713
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,4,43,0.132812,1.155179,0.034508,0.012500,0.022286
capacity_rel,4000,50,0.05000,2.500,128,1.6000,2,0.298153,1.6852,5,5,43,0.015625,1.026071,0.063999,0.012500,0.052150
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,1,43,1.000000,6.259090,0.026580,0.012500,0.014259
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,2,43,0.351562,1.159312,0.090313,0.012500,0.078797
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,3,43,0.132812,1.025824,0.228563,0.012500,0.218797
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,4,43,0.019531,1.010379,0.377248,0.012500,0.369365
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.334166,1.7800,5,5,43,0.007812,1.003554,0.473556,0.012500,0.466892
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,1,42,1.000000,8.592107,0.020019,0.012500,0.007614
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,2,42,0.968750,2.490895,0.032382,0.012500,0.020134
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,3,42,0.145833,1.062207,0.082378,0.012500,0.070762
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,4,42,0.067708,1.022241,0.165516,0.012500,0.154953
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,5,42,0.031250,1.010155,0.246808,0.012500,0.237274
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,1,43,1.000000,8.765898,0.019404,0.012500,0.006992
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,2,43,0.973958,2.660625,0.033253,0.012500,0.021015
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,3,43,0.125000,1.048430,0.106379,0.012500,0.095067
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,4,43,0.041667,1.013357,0.205880,0.012500,0.195828
capacity_rel,4000,50,0.05000,2.500,192,2.4000,2,0.298153,1.6852,5,5,43,0.010417,1.007184,0.279948,0.012500,0.270833
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,1,42,1.000000,5.713491,0.031102,0.012500,0.018837
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,2,42,0.332031,1.078771,0.167385,0.012500,0.156845
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,3,42,0.125000,1.017476,0.337080,0.012500,0.328689
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,4,42,0.003906,1.005141,0.460020,0.012500,0.453185
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,5,42,0.000000,1.006434,0.495824,0.012500,0.489442
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,1,43,1.000000,5.484444,0.031150,0.012500,0.018886
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,2,43,0.328125,1.096330,0.128352,0.012500,0.117318
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,3,43,0.164062,1.023713,0.309175,0.012500,0.300430
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,4,43,0.039062,1.008935,0.498252,0.012500,0.491901
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.356466,1.8400,5,5,43,0.007812,1.002152,0.611267,0.012500,0.606346
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,1,42,1.000000,7.318937,0.022533,0.012500,0.010160
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,2,42,0.367188,1.188137,0.068210,0.012500,0.056415
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,3,42,0.140625,1.030297,0.178182,0.012500,0.167779
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,4,42,0.058594,1.011321,0.306622,0.012500,0.297845
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,5,42,0.015625,1.008350,0.379347,0.012500,0.371490
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.378405,1.9000,5,1,42,1.000000,5.023835,0.036027,0.012500,0.023825
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.378405,1.9000,5,2,42,0.386719,1.094935,0.173482,0.012500,0.163019
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.378405,1.9000,5,3,42,0.160156,1.020034,0.356112,0.012500,0.347961
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.378405,1.9000,5,4,42,0.027344,1.007227,0.492534,0.012500,0.486111
gain_x_alpha,4000,50,0.05000,2.500,256,3.2000,2,0.378405,1.9000,5,5,42,0.015625,1.002651,0.582260,0.012500,0.576973
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,1,43,1.000000,7.300862,0.022385,0.012500,0.010011
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,2,43,0.378906,1.171206,0.063304,0.012500,0.051447
capacity_rel,4000,50,0.05000,2.500,256,3.2000,2,0.298153,1.6852,5,3,43,0.105469,1.030986,0.157537,0.012500,0.146873
